rental_id,listing_id,user_id,rent_date,return_date,status
c4673e9e,7314007332,d7de422d,2024-01-14 21:57,2024-02-10 21:57,returned
13716542,7311395794,d89fa53c,2023-07-09 21:57,2023-08-27 21:57,returned
321bc146,7307162246,821b318e,2023-10-03 21:57,2023-10-27 21:57,returned
7938a46d,7307212776,eadd90bf,2024-06-02 21:57,,renting
a82af4b5,7312905896,51468911,2024-02-10 21:57,2024-03-20 21:57,returned
7814d29d,7312945267,e8d81504,2023-07-27 21:57,2023-08-23 21:57,returned
2e60cd18,7303865610,38db2315,2024-01-29 21:57,2024-03-03 21:57,returned
ba281e18,7315493434,ebb7f145,2024-04-30 21:57,2024-05-13 21:57,returned
faeb52bc,7309489912,19f2a401,2024-01-03 21:57,2024-02-06 21:57,returned
404d4bcf,7309473102,d3fe4945,2024-04-06 21:57,2024-04-13 21:57,returned
51c69319,7307355616,92e3ce7e,2024-04-03 21:57,2024-04-05 21:57,returned
07705a7a,7316375981,641c2315,2023-10-21 21:57,2023-11-16 21:57,returned
85e0c21b,7316796485,2e6e952c,2023-08-30 21:57,2023-09-04 21:57,returned
9cf0518a,7314866603,c9293f51,2023-07-13 21:57,2023-08-05 21:57,returned
85f1e14e,7314466205,c42f5c7d,2024-05-04 21:57,2024-06-04 21:57,returned
f0362913,7313763859,ceabf7c8,2024-03-12 21:57,2024-04-10 21:57,returned
dfdaee0b,7310790754,c839114e,2024-03-01 21:57,2024-03-29 21:57,returned
506f1504,7308454241,0615bfd9,2023-08-12 21:57,2023-08-19 21:57,returned
a16bc5d1,7302203604,2aa7c48c,2024-04-13 21:57,2024-05-14 21:57,returned
bffe8aaf,7316138390,26ab6484,2023-10-26 21:57,2023-11-08 21:57,returned
689ce738,7316201678,dc329cef,2023-08-25 21:57,2023-08-28 21:57,returned
9b3ceae9,7303526375,5d5f8461,2023-10-21 21:57,2023-11-10 21:57,returned
b56f6808,7316214277,5e5974b3,2024-01-01 21:57,2024-02-18 21:57,returned
2c7454e5,7306999277,b6ea744f,2023-11-30 21:57,2024-01-05 21:57,returned
61921e3e,7313933989,8773efe0,2023-12-24 21:57,2024-01-19 21:57,returned
9fe911bf,7313858135,2d03e1e4,2024-04-09 21:57,2024-05-25 21:57,returned
cd66f4f8,7308140602,7a1f5e91,2023-08-02 21:57,2023-08-19 21:57,returned
73459c5b,7316551659,56f6b06c,2024-06-30 21:57,,renting
d10c3af5,7315316786,fe4987a0,2024-04-10 21:57,2024-04-27 21:57,returned
c95fc18e,7313383294,217f380a,2023-11-13 21:57,2023-12-22 21:57,returned
752ba68c,7302675612,abd93721,2023-07-17 21:57,2023-09-05 21:57,returned
b963fc01,7316788445,6b1e87e0,2023-07-13 21:57,2023-08-18 21:57,returned
60acb9d4,7310234087,86c59bf7,2023-09-28 21:57,2023-10-27 21:57,returned
7bb26c97,7313845763,b9a91975,2023-10-10 21:57,2023-11-09 21:57,returned
9eed4d4d,7308672538,115ef5d4,2023-08-27 21:57,2023-09-26 21:57,returned
5e3dc036,7315406230,ec7e1726,2023-10-19 21:57,2023-10-24 21:57,returned
eb1c4d24,7309957468,028ba22f,2024-01-20 21:57,2024-02-03 21:57,returned
31be6da8,7314043122,0f7d9159,2023-11-10 21:57,2023-12-14 21:57,returned
d99a82a9,7316756210,8d687e49,2024-05-30 21:57,2024-06-20 21:57,returned
8cb2264e,7311544863,59dcb829,2024-03-27 21:57,2024-05-13 21:57,returned
5e6f037b,7311278346,18b3c695,2023-09-12 21:57,2023-10-20 21:57,returned
8e435aa5,7311929497,a0c245b8,2023-07-24 21:57,2023-07-26 21:57,returned
a1238b1b,7307292320,9827b5ba,2024-04-26 21:57,2024-05-15 21:57,returned
3d606fab,7314693208,770d970c,2023-11-03 21:57,2023-11-14 21:57,returned
bdac5ca0,7314391971,926035f3,2024-06-14 21:57,2024-06-28 21:57,returned
13b0a436,7315298490,74bb25d4,2024-04-16 21:57,2024-04-28 21:57,returned
042b2a33,7312420202,a488d7c2,2024-06-27 21:57,2024-07-02 21:57,returned
8af9f832,7314155874,8bb28d60,2024-03-31 21:57,2024-04-01 21:57,returned
1e5ee978,7314277674,53603615,2023-09-09 21:57,2023-09-23 21:57,returned
bb9ec1df,7316777437,46562ba2,2023-11-15 21:57,2023-12-13 21:57,returned
0eb91bbe,7316222771,e19ff2af,2023-09-04 21:57,2023-09-15 21:57,returned
6fc6569c,7314829531,caa265a9,2024-01-16 21:57,2024-01-28 21:57,returned
57979b65,7306356267,1789e38c,2023-07-26 21:57,2023-08-22 21:57,returned
48bdb92f,7314042536,f624e606,2024-01-28 21:57,2024-02-22 21:57,returned
f204fd12,7305636365,9d6afe62,2024-05-20 21:57,2024-06-07 21:57,returned
c81b4d75,7316812370,9b5b6752,2024-04-01 21:57,2024-05-13 21:57,returned
23604ab4,7312815399,d6fc67fc,2024-02-18 21:57,2024-03-24 21:57,returned
61c64f88,7306634982,3045b367,2024-02-18 21:57,2024-02-27 21:57,returned
1b47f100,7306751566,c4ed6192,2023-08-17 21:57,2023-09-26 21:57,returned
e65515e3,7315938767,eacbb4ee,2024-02-19 21:57,2024-04-03 21:57,returned
8df67a44,7311383986,1a505e16,2023-11-08 21:57,2023-11-25 21:57,returned
7942d544,7308006345,2e57c3c5,2023-09-26 21:57,2023-10-26 21:57,returned
1992f773,7313374201,62b1e989,2024-02-13 21:57,2024-02-22 21:57,returned
b5cc118c,7310466561,4354f884,2023-09-05 21:57,2023-10-18 21:57,returned
69cc04ef,7302275047,5cb727b2,2023-08-02 21:57,2023-08-24 21:57,returned
2b43bb23,7316473693,e4228a56,2024-04-20 21:57,2024-05-17 21:57,returned
12817584,7313440116,5833f63d,2023-10-05 21:57,2023-11-07 21:57,returned
d0e6abc3,7307857626,c183ef39,2024-06-14 21:57,2024-07-04 21:57,returned
e06a3694,7311820784,3ef0a0d6,2024-03-06 21:57,2024-03-26 21:57,returned
19288267,7316630141,797f50db,2024-06-21 21:57,,renting
b88ec494,7313896887,1c00eafe,2024-05-31 21:57,,renting
9a5a6af5,7310291354,88b527e1,2024-05-11 21:57,2024-06-09 21:57,returned
0a395dba,7311292967,a2be0774,2024-01-19 21:57,2024-01-28 21:57,returned
13701bd8,7310710773,4fb6356a,2023-11-21 21:57,2023-12-13 21:57,returned
1f15e61e,7314622601,306e2835,2023-11-18 21:57,2023-12-17 21:57,returned
1a8994d6,7307970486,8e2fd725,2024-03-02 21:57,2024-03-06 21:57,returned
2c797ca8,7309122007,2b539dcc,2023-08-16 21:57,2023-09-07 21:57,returned
72eed2fc,7313281094,4fb6356a,2023-12-17 21:57,2024-02-04 21:57,returned
91e06619,7312705575,ff06ceb2,2023-10-29 21:57,2023-11-01 21:57,returned
3b4a05ea,7315029953,1aa8179a,2024-06-07 21:57,2024-06-08 21:57,returned
2e89b277,7315403364,c8856a5e,2024-02-01 21:57,2024-03-17 21:57,returned
b0ada330,7312266707,eed8da7a,2024-06-06 21:57,,renting
3ae0c2d7,7313851291,9dbe0977,2024-04-02 21:57,2024-04-28 21:57,returned
d6759ee7,7307909109,76011b07,2024-01-11 21:57,2024-01-23 21:57,returned
cac0a60f,7316456818,0c8e9dae,2023-10-21 21:57,2023-12-02 21:57,returned
1ee4f0d4,7315469382,8d52123c,2023-09-07 21:57,2023-09-21 21:57,returned
d7c4a62c,7312334732,a313ac8d,2023-11-27 21:57,2023-12-11 21:57,returned
d4c5f58a,7311517477,111747c5,2023-12-27 21:57,2024-01-22 21:57,returned
b021e829,7312888474,29964a4c,2024-02-21 21:57,2024-03-22 21:57,returned
8c7fe451,7307704873,2ea79c66,2024-01-20 21:57,2024-03-03 21:57,returned
eb4b68a3,7316232775,be7c7c0b,2024-04-11 21:57,2024-05-10 21:57,returned
84d0821e,7310842088,3ec951d5,2023-12-09 21:57,2024-01-24 21:57,returned
8901914c,7312791563,78fdbcb5,2023-07-11 21:57,2023-07-23 21:57,returned
7658ac6c,7316643257,0e30702b,2023-10-07 21:57,2023-10-31 21:57,returned
e1553da7,7313920859,a379f826,2023-08-27 21:57,2023-08-28 21:57,returned
7890ad6e,7314505761,9a9170db,2024-07-05 21:57,,renting
46f0202d,7314830984,edf6de38,2023-10-15 21:57,2023-11-02 21:57,returned
996809fa,7314515882,1eaea05e,2023-12-08 21:57,2023-12-30 21:57,returned
44c167b3,7309852938,fef5e4df,2024-02-24 21:57,2024-03-01 21:57,returned
f44e5de7,7310576081,f6c845d6,2024-07-06 21:57,,renting
fb62f239,7310932114,8ea1da8e,2024-06-12 21:57,2024-07-04 21:57,returned
7aacbfcc,7316722213,8eac6b7e,2023-09-28 21:57,2023-11-17 21:57,returned
39c26111,7308793905,65c9fb0a,2023-12-24 21:57,2023-12-25 21:57,returned
de7daf15,7302051091,b47c0392,2024-03-03 21:57,2024-03-06 21:57,returned
5a2cc429,7309527062,db3cc0d5,2023-12-29 21:57,2024-01-06 21:57,returned
561660b0,7316129114,d0e44114,2024-06-27 21:57,,renting
e64b1b24,7303218609,4fa07f42,2023-12-19 21:57,2024-01-25 21:57,returned
e36c4117,7316049609,60e3c066,2023-08-29 21:57,2023-10-04 21:57,returned
7ace728e,7305616987,eccf84df,2024-02-21 21:57,2024-03-26 21:57,returned
e41e7913,7303774129,bca2b37b,2023-08-17 21:57,2023-09-24 21:57,returned
a1186212,7313929714,88e7a5b2,2024-05-13 21:57,2024-06-07 21:57,returned
9f4525cf,7306674874,b1d40839,2023-08-12 21:57,2023-09-22 21:57,returned
c56718c0,7314554361,b4734171,2024-03-06 21:57,2024-03-12 21:57,returned
642890ca,7313261678,ae0733b6,2023-08-11 21:57,2023-09-04 21:57,returned
22bdc14a,7315324401,b3b2f2b6,2024-02-28 21:57,2024-03-24 21:57,returned
c318f6d5,7313857852,e9fcdc29,2023-12-19 21:57,2024-02-07 21:57,returned
2ee0a012,7307304087,a8ab032f,2023-10-27 21:57,2023-12-16 21:57,returned
76c8a0b6,7316188577,ca5908b9,2024-05-13 21:57,2024-06-16 21:57,returned
680ef14b,7304125112,9d439f7b,2023-08-06 21:57,2023-08-30 21:57,returned
01158b47,7314467126,e5136772,2023-07-12 21:57,2023-08-16 21:57,returned
1c90ba55,7314985509,eda2233e,2023-09-20 21:57,2023-10-04 21:57,returned
400f1d73,7302009633,a67f5833,2023-08-17 21:57,2023-09-03 21:57,returned
91ffa444,7315105838,2c3ef98f,2024-05-19 21:57,2024-07-06 21:57,returned
f2b1774c,7310498623,449503c0,2024-04-24 21:57,2024-06-11 21:57,returned
0a2f3369,7304776906,43c1c04d,2023-11-05 21:57,2023-12-14 21:57,returned
76de5819,7316280324,d5bd1159,2023-10-16 21:57,2023-11-02 21:57,returned
81ca06b2,7310885614,70cb08c2,2024-06-04 21:57,2024-06-26 21:57,returned
c2848c4a,7311677353,52a72f25,2024-04-27 21:57,2024-06-10 21:57,returned
5e96eb92,7315190923,dc518e79,2023-07-22 21:57,2023-08-23 21:57,returned
209d39d6,7312519919,0acd3313,2023-11-06 21:57,2023-11-07 21:57,returned
f34022f6,7316565724,824a173a,2024-03-31 21:57,2024-05-20 21:57,returned
beefab80,7314773813,820084d5,2024-02-17 21:57,2024-03-21 21:57,returned
b72de4dd,7310201855,1f4ce804,2024-06-13 21:57,,renting
95ff7f48,7304611627,391f3936,2024-02-11 21:57,2024-03-19 21:57,returned
4edaa6e2,7311084760,471f8157,2024-04-25 21:57,2024-05-16 21:57,returned
10001b0f,7313842297,30d7db47,2023-09-26 21:57,2023-10-07 21:57,returned
f2726af8,7316444938,be6d7cf8,2024-01-19 21:57,2024-01-28 21:57,returned
0eea56e3,7308299179,48a425fb,2024-05-03 21:57,2024-06-12 21:57,returned
566cd553,7311306105,92d78988,2024-03-24 21:57,2024-04-25 21:57,returned
f8444ae3,7311992920,cd4a15da,2023-08-15 21:57,2023-09-18 21:57,returned
b4010804,7313906163,64ea76bf,2024-06-25 21:57,,renting
547398d4,7315801328,221f26ec,2024-04-30 21:57,2024-06-09 21:57,returned
511a2849,7302703951,7fcd1cbe,2023-07-14 21:57,2023-08-28 21:57,returned
31e38df6,7305938792,aac3ec82,2024-03-29 21:57,2024-04-17 21:57,returned
0d9653d3,7315956331,5a353cd0,2024-01-12 21:57,2024-02-21 21:57,returned
5242fef7,7307356829,be7c7c0b,2023-11-22 21:57,2023-11-24 21:57,returned
c824d2a8,7315336467,2eae8262,2023-10-31 21:57,2023-11-08 21:57,returned
c0e7def5,7308132645,bde95f1e,2023-10-03 21:57,2023-11-14 21:57,returned
705f542d,7313037327,a6be11f5,2023-07-17 21:57,2023-09-01 21:57,returned
213dfd32,7312681999,9ebf1f73,2023-10-19 21:57,2023-11-01 21:57,returned
04eb7147,7313740461,fdfeec19,2024-04-23 21:57,2024-05-25 21:57,returned
57e3e9ba,7311536634,4482071a,2024-02-24 21:57,2024-02-28 21:57,returned
793f3dfc,7312864895,e8b781a6,2024-01-14 21:57,2024-01-17 21:57,returned
004be05c,7315522993,c64bcaef,2023-12-12 21:57,2024-01-25 21:57,returned
cc85bec2,7309505082,aa25ba65,2024-03-04 21:57,2024-04-21 21:57,returned
2e6203cc,7314551775,925fff57,2024-04-30 21:57,2024-05-18 21:57,returned
2a1c60aa,7309102025,e22d6b58,2024-02-17 21:57,2024-03-31 21:57,returned
2673565c,7310635428,568bdf9d,2024-03-20 21:57,2024-05-01 21:57,returned
71271746,7307652750,00dcd9f3,2024-06-27 21:57,,renting
4437edc8,7309423554,8b483d68,2024-03-22 21:57,2024-05-07 21:57,returned
3e56f665,7306896752,dfe4cf06,2023-10-01 21:57,2023-10-05 21:57,returned
e4168a9d,7312398086,0a5bb926,2024-01-05 21:57,2024-01-20 21:57,returned
8d73a19b,7314817486,04b253c5,2024-06-24 21:57,,renting
4eda4162,7315853211,1e8dedac,2023-12-28 21:57,2024-01-29 21:57,returned
ebb0f774,7315486878,564a7752,2024-03-04 21:57,2024-04-15 21:57,returned
570373c4,7314021628,94621d97,2023-12-02 21:57,2023-12-10 21:57,returned
46f0a7c3,7310274793,0d8c28d5,2024-03-09 21:57,2024-04-07 21:57,returned
16a09744,7315421163,80dd4673,2023-10-28 21:57,2023-11-27 21:57,returned
44c4ca84,7316721221,c9bcc456,2023-09-21 21:57,2023-11-02 21:57,returned
773a491f,7312377569,8e957206,2024-01-21 21:57,2024-01-22 21:57,returned
0e47b479,7316685526,8bc93666,2024-04-02 21:57,2024-04-03 21:57,returned
3a385a13,7303878041,0a8c3f8e,2024-01-14 21:57,2024-01-29 21:57,returned
3dc863a1,7316668842,0d42878b,2024-03-21 21:57,2024-04-26 21:57,returned
dbec2269,7313432636,bf9cb6e9,2024-02-23 21:57,2024-03-30 21:57,returned
dfe0a9fa,7313375287,2fbba56c,2024-06-11 21:57,2024-06-16 21:57,returned
036a57de,7316684872,9d8b6046,2023-10-13 21:57,2023-11-11 21:57,returned
1b378241,7313631720,31e666a1,2023-11-23 21:57,2023-12-23 21:57,returned
0b895be2,7315815142,cc1d891d,2023-07-13 21:57,2023-07-20 21:57,returned
28e2f8d3,7316169867,d794dc6a,2023-08-30 21:57,2023-10-05 21:57,returned
7dc23b54,7316843900,4a6af6fd,2023-10-18 21:57,2023-10-21 21:57,returned
bf0523d7,7316375109,9c1757a4,2023-10-14 21:57,2023-11-25 21:57,returned
0fc61a93,7309442176,489cddac,2023-10-31 21:57,2023-11-07 21:57,returned
f3f650fd,7306332003,3ded9ef0,2023-12-06 21:57,2024-01-25 21:57,returned
cb344217,7316713099,ef1c93a6,2023-07-14 21:57,2023-08-06 21:57,returned
2b13162b,7310406997,ac0c9785,2023-07-29 21:57,2023-08-24 21:57,returned
de8cd113,7314007554,c884774e,2024-06-27 21:57,,renting
d4f84739,7310482260,730e7801,2024-06-24 21:57,2024-06-26 21:57,returned
7a356ad5,7316372314,a8ec59f9,2023-12-11 21:57,2023-12-28 21:57,returned
5cedbce1,7312247888,7842808a,2024-06-24 21:57,,renting
0891ffde,7316873797,9b02718b,2024-03-17 21:57,2024-03-26 21:57,returned
7b52a1a1,7314579846,2169de95,2023-09-17 21:57,2023-10-14 21:57,returned
b59e1506,7315293028,bc68c785,2024-01-01 21:57,2024-02-17 21:57,returned
2df8f9ce,7309006096,df965664,2023-12-26 21:57,2024-02-04 21:57,returned
e71b3640,7307139199,54a571a6,2024-01-09 21:57,2024-02-25 21:57,returned
d458c3eb,7313343528,89471f2a,2024-04-15 21:57,2024-04-22 21:57,returned
497dfec5,7312442826,824bd31a,2023-11-22 21:57,2023-12-11 21:57,returned
d2000951,7314903842,d9cd30e1,2024-04-02 21:57,2024-05-20 21:57,returned
d08371ca,7316374497,59147698,2024-02-09 21:57,2024-03-11 21:57,returned
647e5e0e,7310345997,bac0526e,2024-01-23 21:57,2024-02-16 21:57,returned
fd5987c4,7316295465,42196407,2024-05-05 21:57,2024-05-06 21:57,returned
e8bb569b,7316539957,1b07f67e,2023-10-15 21:57,2023-10-26 21:57,returned
28c8ea7d,7304351398,7c0df1fd,2023-12-10 21:57,2024-01-02 21:57,returned
0acd8c76,7302465134,8e411627,2023-07-11 21:57,2023-08-21 21:57,returned
e197a691,7310121642,bdf4af56,2024-01-13 21:57,2024-01-31 21:57,returned
62461ca0,7307912074,f7813c42,2023-11-08 21:57,2023-12-21 21:57,returned
fc308505,7303494660,5de77b58,2024-01-24 21:57,2024-03-12 21:57,returned
d4ed5c0d,7304129916,01b90418,2023-08-14 21:57,2023-09-20 21:57,returned
b53ec494,7316889396,4e108bb6,2024-05-08 21:57,2024-05-15 21:57,returned
2f96cd16,7316153517,c51320d0,2023-07-19 21:57,2023-07-24 21:57,returned
a0d4fb59,7316445469,7757a665,2024-06-24 21:57,,renting
629e3330,7316283545,c9bd5abd,2024-06-22 21:57,,renting
b91ac161,7306862784,ddb8143d,2024-01-29 21:57,2024-03-07 21:57,returned
e9485c7e,7316410140,f677637e,2024-02-04 21:57,2024-03-01 21:57,returned
76c2f472,7315354314,8831bed8,2023-09-05 21:57,2023-10-16 21:57,returned
d235661d,7313372133,edf6f451,2023-10-22 21:57,2023-12-10 21:57,returned
3bd3e058,7305791206,425d8c0b,2023-12-08 21:57,2023-12-11 21:57,returned
ddb6f0f6,7314518901,82fa2dee,2024-01-24 21:57,2024-02-06 21:57,returned
147cde3d,7314591208,e11f5c4e,2023-10-17 21:57,2023-12-04 21:57,returned
0284c4be,7316774465,7c3c6262,2023-12-30 21:57,2024-01-14 21:57,returned
18285355,7308512506,c863610a,2024-06-21 21:57,,renting
f3667782,7307790719,555c48ae,2024-06-17 21:57,,renting
d917d923,7305436277,f849060e,2024-06-22 21:57,,renting
ac416b22,7307427380,14f1bb91,2024-04-26 21:57,2024-05-22 21:57,returned
a8485949,7311974878,7fbd06be,2024-03-11 21:57,2024-04-08 21:57,returned
8cef236d,7313013406,3e9cea35,2024-06-17 21:57,,renting
f1e58b47,7301623129,914f1db5,2024-02-05 21:57,2024-02-08 21:57,returned
50f61edd,7313359314,a226542d,2023-09-07 21:57,2023-10-05 21:57,returned
ecb8202e,7306373817,49140ec2,2023-11-24 21:57,2023-12-10 21:57,returned
b5271325,7316225878,9c1757a4,2024-01-25 21:57,2024-03-12 21:57,returned
0793f45f,7309953483,dcc72e70,2023-09-07 21:57,2023-10-04 21:57,returned
8f018881,7311494304,6839eb27,2024-03-20 21:57,2024-05-08 21:57,returned
c6d7a44a,7315816432,9b18aa2f,2023-10-12 21:57,2023-11-28 21:57,returned
7c2e6d48,7316377753,156ef391,2023-09-04 21:57,2023-10-11 21:57,returned
0ebe31cc,7315090862,316abdc9,2024-02-23 21:57,2024-04-06 21:57,returned
d709a9b1,7310708231,9cd5fef2,2023-09-07 21:57,2023-10-14 21:57,returned
2ea8853e,7314958286,5910d29c,2023-09-24 21:57,2023-10-05 21:57,returned
d8b5e264,7316763136,2e6aeaaf,2024-03-06 21:57,2024-04-08 21:57,returned
1f19d39a,7311445227,f3db0072,2024-06-13 21:57,,renting
1c98f583,7308028552,8e3d5141,2024-05-01 21:57,2024-05-25 21:57,returned
d022f792,7306666792,4a6217f6,2024-04-26 21:57,2024-06-15 21:57,returned
b705dc22,7302014906,1d480ed7,2024-04-18 21:57,2024-05-28 21:57,returned
66d3ff0e,7305910082,9e4cf646,2023-12-27 21:57,2024-01-08 21:57,returned
535d8b27,7303077341,2580b06a,2024-01-14 21:57,2024-02-10 21:57,returned
496ef14d,7315314042,2fd3d8df,2024-03-24 21:57,2024-04-07 21:57,returned
48a341a7,7315347723,0b99ad7b,2024-01-28 21:57,2024-02-26 21:57,returned
577b943a,7311250246,0b2533d6,2024-05-14 21:57,2024-06-15 21:57,returned
17a364c8,7303304574,d9817ae5,2023-08-23 21:57,2023-10-02 21:57,returned
b89df833,7306622063,3045b367,2023-10-01 21:57,2023-11-01 21:57,returned
b3c6d382,7315609641,f6628228,2024-05-17 21:57,2024-06-24 21:57,returned
20cc5bfc,7308028129,f8290ae9,2024-06-02 21:57,,renting
d493e474,7312011600,d4584474,2023-12-08 21:57,2024-01-12 21:57,returned
4769f499,7316888068,172c63da,2023-07-24 21:57,2023-07-29 21:57,returned
07dd66f1,7315838261,aec730cf,2024-01-08 21:57,2024-02-08 21:57,returned
b1228116,7316425380,987f350a,2023-07-11 21:57,2023-08-17 21:57,returned
d5d976bb,7311429108,738c6a7b,2023-08-22 21:57,2023-09-09 21:57,returned
7f69065b,7313386993,208f6134,2024-02-03 21:57,2024-02-23 21:57,returned
6c80096c,7307533530,4083d5e7,2023-12-29 21:57,2024-01-01 21:57,returned
f75b2483,7315241884,075b7967,2023-07-24 21:57,2023-08-26 21:57,returned
3cc69f44,7314560959,22973439,2023-10-12 21:57,2023-11-21 21:57,returned
126edad3,7303653523,26d32da4,2023-09-02 21:57,2023-09-18 21:57,returned
be701946,7302721631,c38ab876,2023-09-13 21:57,2023-10-06 21:57,returned
cc827741,7314293493,30b35289,2023-07-24 21:57,2023-07-30 21:57,returned
0a8839ab,7316596781,edbbb590,2023-08-11 21:57,2023-09-10 21:57,returned
04fd65ce,7316734445,c08aad43,2023-11-11 21:57,2023-11-17 21:57,returned
86d30bec,7312762511,1c91651f,2023-08-02 21:57,2023-08-13 21:57,returned
e972a0c7,7309236369,c7fc79e6,2024-03-09 21:57,2024-03-25 21:57,returned
148100dc,7315054935,0b1a8aeb,2023-10-22 21:57,2023-11-17 21:57,returned
c5c8285d,7314351836,e22af325,2024-03-25 21:57,2024-04-16 21:57,returned
cd9da056,7311331708,2a3efafc,2024-03-17 21:57,2024-04-08 21:57,returned
164a4beb,7314918630,a2282eba,2023-09-08 21:57,2023-10-11 21:57,returned
da31d2b9,7311934817,20138d27,2024-02-09 21:57,2024-02-18 21:57,returned
61d2f116,7315732616,5af4a27a,2024-04-16 21:57,2024-04-18 21:57,returned
e370b530,7316877986,dfe52ed4,2024-05-18 21:57,2024-06-18 21:57,returned
